,index,tweet,label
1228,11229,"I was an accidental baby and as far as I know, my parents were happy to have me. #thanksmom #SemST",2
1229,11230,"Fallopians 3:16 ""Not your fuckin' pregnancy - not your fuckin' business!""  #SemST",0
1230,11231,Babies are humans to support the prolife movement #SemST,2
1231,11232,@ShowTruth You're truly unwelcome here. Please leave.  #ygk #SemST,1
1232,11233,Being a Democrat is never having to say you're sorry... #Slavery #Segregation #KKK #SemST,1
1233,11234,@ubiquity75 @Aaron_Hamm well said. Men are playing political football with women's right to have control over our bodies. #fail #SemST,0
1234,11235,"@toby_dorena Pregnant people have more than heartbeats. They have feelings, and the ability to make decisions about their health. #SemST",0
1235,11236,@FactsVsOpinion these poor souls won't be anything in the future @PPact encouraged women to murder babies. #BlackLivesMatter #SemST,2
1236,11237,"In Turkey at ze momento, just got internet and started reading @BarrettWeed 's tweets, literally just KILLING IT!!  #SemST",1
1237,11238,@JujuChangABC abortions should never be illegal. It should be the pregnant person's choice. Especially if that person was rape #SemST,0
1238,11239,@laurawrpie protect them by informing #HIV s acquired by having sex even wen using #condoms HIGH #RISK of acquiring it #teens #SemST,1
1239,11240,@laurawrpie what do u call #teens hu got #pregnant even while ingesting contraceptives? success? Can a chaste girl get pregnant? #SemST,2
1240,11241,@DrottM I'm curious Mary are you a meat eater and an animal hide wearer? #SemST,1
1241,11242,@gaz_dance I'm good like this. I've always been #SemST,1
1242,11243,The beauty of the morning seems ruined knowing abortion clinics open soon. Another day of 900+ lives lost to @PPact & friends.      #SemST,2
1243,11244,"@cbrangel so, you support the choice of wether or not you'd like to kill someone? Would you kill a born baby? #SemST",2
1244,11245,@MetalheadMonty @tom_six I followed him before I watched human centipede 3.....i now hope never makes another film again #SemST,1
1245,11246,"For he who avenges blood remembers, he does not ignore the cry of the afflicted. ~ Ps 9:12 #comequicklyLordJesus #SemST",2
1246,11247,Life is sacred on all levels. Abortion does not compute with my philosophy. Kate Mulgrew @TheKateMulgrew (Red on #OITNB ) #SemST,2
1247,11248,"@ravensymone U refer to ""WE"" which =""YOU"" & a minority of idiots who support #suicide #murder  #death #iLLegalAliens #RavenSymone #SemST",2
1248,11249,Al Robertson's mom #DuckDynasty  chose life as an unwed 16 year old. #SemST,2
